TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID,DATETEXTE,x,y
8,Vol,12/5/2024 5:00:00 AM,2024,6458,2024-12-05,-8003147.8175,5683824.7792
5,Méfait,8/24/2024 4:00:00 AM,2024,6459,2024-08-24,-8003410.4179,5684877.763
8,Vol,11/28/2024 5:00:00 AM,2024,6460,2024-11-28,-8001689.3413,5686805.3073
8,Vol,6/21/2022 4:00:00 AM,2022,6461,2022-06-21,-8003455.0327,5682734.352
8,Vol,4/28/2024 4:00:00 AM,2024,6462,2024-04-28,-8000609.6853,5684115.836
8,Vol,8/9/2023 4:00:00 AM,2023,6463,2023-08-09,-8003448.4601,5683841.631
8,Vol,9/23/2023 4:00:00 AM,2023,6464,2023-09-23,-8009524.9601,5685674.7512
6,Menace ou acte de violence,4/20/2023 4:00:00 AM,2023,6465,2023-04-20,-8002928.8098,5681156.1006
6,Menace ou acte de violence,5/31/2023 4:00:00 AM,2023,6466,2023-05-31,-8002928.8098,5681156.1006
8,Vol,1/27/2024 5:00:00 AM,2024,6467,2024-01-27,-8001816.1188,5685487.5496
5,Méfait,1/24/2024 5:00:00 AM,2024,6468,2024-01-24,-8008916.4704,5686525.256
8,Vol,6/1/2023 4:00:00 AM,2023,6469,2023-06-01,-8013830.2597,5677358.9761
7,Voie de fait,7/3/2023 4:00:00 AM,2023,6470,2023-07-03,-8005963.5359,5683992.7612
5,Méfait,3/15/2024 4:00:00 AM,2024,6471,2024-03-15,-8001292.0191,5685774.7886
7,Voie de fait,2/17/2024 5:00:00 AM,2024,6472,2024-02-17,-8019363.4632,5675551.7377
6,Menace ou acte de violence,2/19/2024 5:00:00 AM,2024,6473,2024-02-19,-8002868.441,5683973.7974
7,Voie de fait,11/10/2024 5:00:00 AM,2024,6474,2024-11-10,-8002520.1225,5683590.8325
8,Vol,2/13/2024 5:00:00 AM,2024,6475,2024-02-13,-7999666.1016,5685265.1114
5,Méfait,2/15/2024 5:00:00 AM,2024,6476,2024-02-15,-8015720.6071,5670554.1485
5,Méfait,2/20/2024 5:00:00 AM,2024,6477,2024-02-20,-8012632.8998,5674133.4337
6,Menace ou acte de violence,2/20/2024 5:00:00 AM,2024,6478,2024-02-20,-8001541.3002,5684301.0089
8,Vol,11/20/2022 5:00:00 AM,2022,6479,2022-11-20,-8002476.0191,5684705.2357
3,Conduite avec capacités affaiblies,11/28/2022 5:00:00 AM,2022,6480,2022-11-28,-8003243.4456,5679707.6089
8,Vol,3/10/2023 5:00:00 AM,2023,6481,2023-03-10,-8009523.1933,5684753.6388
4,Introduction par effraction,1/18/2023 5:00:00 AM,2023,6482,2023-01-18,-8001532.5592,5686110.045
4,Introduction par effraction,3/24/2023 4:00:00 AM,2023,6483,2023-03-24,-8001532.5592,5686110.045
8,Vol,4/5/2023 4:00:00 AM,2023,6484,2023-04-05,-8009524.9601,5685674.7512
5,Méfait,2/15/2024 5:00:00 AM,2024,6485,2024-02-15,-8010818.5403,5675970.8855
6,Menace ou acte de violence,2/14/2022 5:00:00 AM,2022,6486,2022-02-14,-8003439.0223,5684117.1807
8,Vol,11/26/2022 5:00:00 AM,2022,6487,2022-11-26,-8006167.9887,5684489.8746
7,Voie de fait,2/25/2024 5:00:00 AM,2024,6488,2024-02-25,-8003179.069,5681324.4445
6,Menace ou acte de violence,6/5/2023 4:00:00 AM,2023,6489,2023-06-05,-8002957.8858,5684407.7806
8,Vol,5/17/2023 4:00:00 AM,2023,6490,2023-05-17,-8009523.1933,5684753.6388
3,Conduite avec capacités affaiblies,10/21/2023 4:00:00 AM,2023,6491,2023-10-21,-8002571.8871,5685093.6074
7,Voie de fait,1/3/2024 5:00:00 AM,2024,6492,2024-01-03,-8002849.5424,5685263.4228
6,Menace ou acte de violence,2/19/2024 5:00:00 AM,2024,6493,2024-02-19,-8002569.3241,5683144.9341
6,Menace ou acte de violence,2/23/2024 5:00:00 AM,2024,6494,2024-02-23,-8002683.2403,5684684.1994
6,Menace ou acte de violence,2/23/2024 5:00:00 AM,2024,6495,2024-02-23,-8012474.2936,5682777.7426
6,Menace ou acte de violence,10/1/2022 4:00:00 AM,2022,6496,2022-10-01,-8001384.7281,5684874.3498
5,Méfait,4/7/2022 4:00:00 AM,2022,6497,2022-04-07,-8000408.8062,5688735.1458
8,Vol,6/17/2023 4:00:00 AM,2023,6498,2023-06-17,-8009524.9601,5685674.7512
6,Menace ou acte de violence,8/11/2024 4:00:00 AM,2024,6499,2024-08-11,-8002665.0234,5679866.0125
7,Voie de fait,11/20/2023 5:00:00 AM,2023,6500,2023-11-20,-8003008.9744,5684780.1582
8,Vol,3/7/2022 5:00:00 AM,2022,6501,2022-03-07,-8009780.7616,5685253.8324
8,Vol,1/16/2023 5:00:00 AM,2023,6502,2023-01-16,-8009523.1933,5684753.6388
8,Vol,2/21/2023 5:00:00 AM,2023,6503,2023-02-21,-8009523.1933,5684753.6388
7,Voie de fait,1/15/2024 5:00:00 AM,2024,6504,2024-01-15,-8002705.9632,5683880.9409
6,Menace ou acte de violence,2/22/2024 5:00:00 AM,2024,6505,2024-02-22,-8000346.4144,5688128.3997
8,Vol,3/27/2022 4:00:00 AM,2022,6506,2022-03-27,-8009524.9601,5685674.7512
5,Méfait,2/27/2024 5:00:00 AM,2024,6507,2024-02-27,-8002388.6146,5682142.5069
5,Méfait,2/28/2024 5:00:00 AM,2024,6508,2024-02-28,-8012632.8998,5674133.4337
7,Voie de fait,2/28/2024 5:00:00 AM,2024,6509,2024-02-28,-8001541.3002,5684301.0089
7,Voie de fait,2/29/2024 5:00:00 AM,2024,6510,2024-02-29,-8003563.4719,5681607.2617
5,Méfait,5/27/2024 4:00:00 AM,2024,6511,2024-05-27,-8002818.8436,5687479.3217
7,Voie de fait,11/16/2022 5:00:00 AM,2022,6512,2022-11-16,-8003890.2785,5685452.9965
8,Vol,12/8/2024 5:00:00 AM,2024,6513,2024-12-08,-8009523.1933,5684753.6388
8,Vol,2/10/2023 5:00:00 AM,2023,6514,2023-02-10,-8009523.1933,5684753.6388
3,Conduite avec capacités affaiblies,9/23/2024 4:00:00 AM,2024,6515,2024-09-23,-8000095.1968,5684632.4815
6,Menace ou acte de violence,7/13/2022 4:00:00 AM,2022,6516,2022-07-13,-8002272.8442,5683265.6005
5,Méfait,3/14/2024 4:00:00 AM,2024,6517,2024-03-14,-7996500.677,5686529.2665
8,Vol,6/16/2023 4:00:00 AM,2023,6518,2023-06-16,-8012777.2383,5682781.9732
5,Méfait,3/15/2024 4:00:00 AM,2024,6519,2024-03-15,-8001275.2947,5684877.656
5,Méfait,2/16/2024 5:00:00 AM,2024,6520,2024-02-16,-8014754.4283,5671015.6528
8,Vol,2/17/2024 5:00:00 AM,2024,6521,2024-02-17,-8002571.8871,5685093.6074
5,Méfait,2/15/2024 5:00:00 AM,2024,6522,2024-02-15,-8013302.209,5672282.6289
5,Méfait,2/16/2024 5:00:00 AM,2024,6523,2024-02-16,-8013828.8072,5671861.7743
8,Vol,5/4/2024 4:00:00 AM,2024,6524,2024-05-04,-8009523.1933,5684753.6388
8,Vol,12/27/2023 5:00:00 AM,2023,6525,2023-12-27,-8007708.7049,5684434.5675
5,Méfait,2/20/2024 5:00:00 AM,2024,6526,2024-02-20,-8016422.4128,5670382.0082
8,Vol,12/30/2022 5:00:00 AM,2022,6527,2022-12-30,-8002571.8871,5685093.6074
8,Vol,2/20/2024 5:00:00 AM,2024,6528,2024-02-20,-8002571.8871,5685093.6074
8,Vol,5/11/2023 4:00:00 AM,2023,6529,2023-05-11,-8014101.0882,5682709.8292
6,Menace ou acte de violence,7/11/2023 4:00:00 AM,2023,6530,2023-07-11,-8015069.9104,5677132.6034
3,Conduite avec capacités affaiblies,8/20/2022 4:00:00 AM,2022,6531,2022-08-20,-8016024.8408,5683724.6174
5,Méfait,8/20/2022 4:00:00 AM,2022,6532,2022-08-20,-8002801.2807,5685146.8464
6,Menace ou acte de violence,9/18/2024 4:00:00 AM,2024,6533,2024-09-18,-8002850.8975,5684140.0143
6,Menace ou acte de violence,7/21/2023 4:00:00 AM,2023,6534,2023-07-21,-8002016.8105,5686079.0701
6,Menace ou acte de violence,5/16/2023 4:00:00 AM,2023,6535,2023-05-16,-8012892.1565,5682671.8744
8,Vol,11/19/2022 5:00:00 AM,2022,6536,2022-11-19,-8002476.0191,5684705.2357
6,Menace ou acte de violence,2/23/2024 5:00:00 AM,2024,6537,2024-02-23,-8020227.3373,5675253.4255
7,Voie de fait,5/27/2022 4:00:00 AM,2022,6538,2022-05-27,-8000698.2257,5684891.8249
7,Voie de fait,2/25/2024 5:00:00 AM,2024,6539,2024-02-25,-8005208.0627,5683070.3386
5,Méfait,3/15/2024 4:00:00 AM,2024,6540,2024-03-15,-7999061.26,5689234.2506
8,Vol,8/26/2023 4:00:00 AM,2023,6541,2023-08-26,-8007641.75,5684740.4017
6,Menace ou acte de violence,6/15/2023 4:00:00 AM,2023,6542,2023-06-15,-7999315.1132,5687198.3436
4,Introduction par effraction,6/21/2023 4:00:00 AM,2023,6543,2023-06-21,-8005513.6209,5684849.5362
5,Méfait,3/17/2024 4:00:00 AM,2024,6544,2024-03-17,-7999947.4769,5688510.558
5,Méfait,2/21/2024 5:00:00 AM,2024,6545,2024-02-21,-8012675.4539,5674347.4043
4,Introduction par effraction,3/15/2023 4:00:00 AM,2023,6546,2023-03-15,-8000609.6853,5684115.836
6,Menace ou acte de violence,2/1/2024 5:00:00 AM,2024,6547,2024-02-01,-8000848.0363,5686510.1053
7,Voie de fait,3/10/2022 5:00:00 AM,2022,6548,2022-03-10,-8008756.772,5697682.4108
4,Introduction par effraction,8/26/2022 4:00:00 AM,2022,6549,2022-08-26,-8002272.8442,5683265.6005
7,Voie de fait,3/2/2023 5:00:00 AM,2023,6550,2023-03-02,-8017623.103,5670654.203
8,Vol,2/26/2024 5:00:00 AM,2024,6551,2024-02-26,-7999839.8751,5688119.9061
7,Voie de fait,6/5/2024 4:00:00 AM,2024,6552,2024-06-05,-8001784.686,5685977.4851
8,Vol,6/14/2023 4:00:00 AM,2023,6553,2023-06-14,-8002456.2107,5680673.7098
5,Méfait,2/23/2024 5:00:00 AM,2024,6554,2024-02-23,-8003605.0109,5684706.0733
8,Vol,1/27/2022 5:00:00 AM,2022,6555,2022-01-27,-7998199.1486,5688015.6181
8,Vol,6/7/2023 4:00:00 AM,2023,6556,2023-06-07,-8002551.12,5679853.7252
8,Vol,9/15/2022 4:00:00 AM,2022,6557,2022-09-15,-8017426.4695,5683862.1461
8,Vol,8/3/2024 4:00:00 AM,2024,6558,2024-08-03,-8014857.0725,5677004.5531
8,Vol,8/10/2024 4:00:00 AM,2024,6559,2024-08-10,-8015295.052,5675392.7236
8,Vol,2/25/2024 5:00:00 AM,2024,6560,2024-02-25,-8000609.6853,5684115.836
8,Vol,6/5/2024 4:00:00 AM,2024,6561,2024-06-05,-8017426.4695,5683862.1461
8,Vol,4/11/2024 4:00:00 AM,2024,6562,2024-04-11,-8001210.78,5688433.2968
6,Menace ou acte de violence,6/10/2024 4:00:00 AM,2024,6563,2024-06-10,-7999582.6295,5686952.6386
7,Voie de fait,6/25/2023 4:00:00 AM,2023,6564,2023-06-25,-7997833.0767,5686954.5493
8,Vol,8/6/2023 4:00:00 AM,2023,6565,2023-08-06,-7998125.7394,5686248.5762
8,Vol,10/21/2023 4:00:00 AM,2023,6566,2023-10-21,-8000250.2966,5686821.4079
6,Menace ou acte de violence,10/15/2024 4:00:00 AM,2024,6567,2024-10-15,-8002928.8098,5681156.1006
5,Méfait,2/29/2024 5:00:00 AM,2024,6568,2024-02-29,-8015720.6071,5670554.1485
8,Vol,10/21/2023 4:00:00 AM,2023,6569,2023-10-21,-7999051.4215,5679719.2688
8,Vol,4/3/2023 4:00:00 AM,2023,6570,2023-04-03,-8002211.905,5685345.9839
6,Menace ou acte de violence,10/31/2023 4:00:00 AM,2023,6571,2023-10-31,-8001913.6486,5684868.2012
6,Menace ou acte de violence,6/16/2023 4:00:00 AM,2023,6572,2023-06-16,-8003216.3475,5682413.4098
7,Voie de fait,6/27/2023 4:00:00 AM,2023,6573,2023-06-27,-8001401.4299,5684353.3437
6,Menace ou acte de violence,7/25/2023 4:00:00 AM,2023,6574,2023-07-25,-8003448.4601,5683841.631
7,Voie de fait,1/21/2024 5:00:00 AM,2024,6575,2024-01-21,-7997977.9377,5679457.4436
6,Menace ou acte de violence,1/31/2024 5:00:00 AM,2024,6576,2024-01-31,-8007327.4708,5686342.5777
5,Méfait,5/22/2023 4:00:00 AM,2023,6577,2023-05-22,-8000317.2208,5678939.6574
6,Menace ou acte de violence,2/13/2024 5:00:00 AM,2024,6578,2024-02-13,-7999042.173,5679585.3248
6,Menace ou acte de violence,5/17/2022 4:00:00 AM,2022,6579,2022-05-17,-8005669.4569,5684499.9178
6,Menace ou acte de violence,2/27/2024 5:00:00 AM,2024,6580,2024-02-27,-8002668.0022,5685004.4808
8,Vol,6/7/2022 4:00:00 AM,2022,6581,2022-06-07,-8009523.1933,5684753.6388
8,Vol,11/20/2022 5:00:00 AM,2022,6582,2022-11-20,-8009780.7616,5685253.8324
5,Méfait,6/22/2023 4:00:00 AM,2023,6583,2023-06-22,-8009523.1933,5684753.6388
5,Méfait,11/8/2024 5:00:00 AM,2024,6584,2024-11-08,-8000750.1282,5687328.0142
7,Voie de fait,2/20/2024 5:00:00 AM,2024,6585,2024-02-20,-8009523.1933,5684753.6388
8,Vol,10/4/2022 4:00:00 AM,2022,6586,2022-10-04,-8002751.3109,5686448.7726
7,Voie de fait,3/10/2022 5:00:00 AM,2022,6587,2022-03-10,-8000530.7971,5686672.4955
8,Vol,10/9/2024 4:00:00 AM,2024,6588,2024-10-09,-8010455.4327,5684258.2319
5,Méfait,6/29/2023 4:00:00 AM,2023,6589,2023-06-29,-8020178.8006,5674983.6952
7,Voie de fait,10/28/2023 4:00:00 AM,2023,6590,2023-10-28,-8010071.0825,5680441.9584
8,Vol,7/23/2024 4:00:00 AM,2024,6591,2024-07-23,-8005657.6481,5685296.9056
4,Introduction par effraction,7/5/2022 4:00:00 AM,2022,6592,2022-07-05,-8004551.1094,5684531.2057
5,Méfait,2/27/2024 5:00:00 AM,2024,6593,2024-02-27,-8000797.8975,5687659.7133
5,Méfait,9/16/2023 4:00:00 AM,2023,6594,2023-09-16,-8001786.1328,5685228.3985
8,Vol,9/4/2024 4:00:00 AM,2024,6595,2024-09-04,-8003436.0232,5683443.7013
7,Voie de fait,2/26/2024 5:00:00 AM,2024,6596,2024-02-26,-8015720.6071,5670554.1485
7,Voie de fait,2/2/2024 5:00:00 AM,2024,6597,2024-02-02,-8004032.566,5682837.0635
8,Vol,2/18/2024 5:00:00 AM,2024,6598,2024-02-18,-7996105.5266,5685516.5528
8,Vol,2/25/2024 5:00:00 AM,2024,6599,2024-02-25,-8004567.1208,5683001.7227
7,Voie de fait,2/29/2024 5:00:00 AM,2024,6600,2024-02-29,-8009277.9807,5677094.1998
8,Vol,2/29/2024 5:00:00 AM,2024,6601,2024-02-29,-8002398.9174,5683735.5769
5,Méfait,4/15/2023 4:00:00 AM,2023,6602,2023-04-15,-8004399.7062,5684900.507
8,Vol,6/17/2022 4:00:00 AM,2022,6603,2022-06-17,-8009780.7616,5685253.8324
5,Méfait,2/28/2024 5:00:00 AM,2024,6604,2024-02-28,-8008157.2395,5678429.6927
6,Menace ou acte de violence,12/6/2022 5:00:00 AM,2022,6605,2022-12-06,-7994440.5447,5678540.3513
5,Méfait,2/28/2024 5:00:00 AM,2024,6606,2024-02-28,-8012632.8998,5674133.4337
6,Menace ou acte de violence,4/22/2023 4:00:00 AM,2023,6607,2023-04-22,-7999051.4215,5679719.2688
7,Voie de fait,7/1/2023 4:00:00 AM,2023,6608,2023-07-01,-8006509.9148,5684660.7043
8,Vol,8/6/2023 4:00:00 AM,2023,6609,2023-08-06,-8000098.0901,5686903.9139
8,Vol,5/24/2024 4:00:00 AM,2024,6610,2024-05-24,-8003117.1263,5682594.8471
6,Menace ou acte de violence,2/15/2024 5:00:00 AM,2024,6611,2024-02-15,-8002802.163,5683126.6367
8,Vol,10/31/2022 4:00:00 AM,2022,6612,2022-10-31,-8002450.2082,5683741.8224
8,Vol,7/29/2022 4:00:00 AM,2022,6613,2022-07-29,-8008478.9072,5686414.6993
8,Vol,5/24/2023 4:00:00 AM,2023,6614,2023-05-24,-8002622.8979,5682127.0434
6,Menace ou acte de violence,9/26/2024 4:00:00 AM,2024,6615,2024-09-26,-7999318.6318,5687488.5648
7,Voie de fait,6/23/2023 4:00:00 AM,2023,6616,2023-06-23,-7999614.2779,5689250.8164
8,Vol,5/12/2022 4:00:00 AM,2022,6617,2022-05-12,-8004117.5378,5681999.777
8,Vol,1/29/2024 5:00:00 AM,2024,6618,2024-01-29,-8002897.6863,5684836.4298
7,Voie de fait,2/18/2024 5:00:00 AM,2024,6619,2024-02-18,-8013996.4312,5677432.8667
8,Vol,8/6/2023 4:00:00 AM,2023,6620,2023-08-06,-8000098.0901,5686903.9139
8,Vol,2/9/2024 5:00:00 AM,2024,6621,2024-02-09,-8000603.1038,5685989.2019
6,Menace ou acte de violence,9/26/2024 4:00:00 AM,2024,6622,2024-09-26,-8014414.0994,5676865.7855
6,Menace ou acte de violence,2/27/2024 5:00:00 AM,2024,6623,2024-02-27,-8001648.9313,5685772.9329
8,Vol,3/18/2023 4:00:00 AM,2023,6624,2023-03-18,-8002571.8871,5685093.6074
5,Méfait,2/29/2024 5:00:00 AM,2024,6625,2024-02-29,-8013097.2271,5673494.0508
8,Vol,7/11/2022 4:00:00 AM,2022,6626,2022-07-11,-8000716.9132,5685991.5361
5,Méfait,2/29/2024 5:00:00 AM,2024,6627,2024-02-29,-8014152.8623,5671357.1733
5,Méfait,6/12/2022 4:00:00 AM,2022,6628,2022-06-12,-8000496.4908,5686494.7143
7,Voie de fait,2/27/2024 5:00:00 AM,2024,6629,2024-02-27,-8001401.4299,5684353.3437
6,Menace ou acte de violence,11/29/2022 5:00:00 AM,2022,6630,2022-11-29,-8003944.1103,5683578.287
8,Vol,7/16/2023 4:00:00 AM,2023,6631,2023-07-16,-8009524.9601,5685674.7512
8,Vol,3/21/2023 4:00:00 AM,2023,6632,2023-03-21,-8010531.0171,5685207.5802
8,Vol,4/23/2023 4:00:00 AM,2023,6633,2023-04-23,-8003439.0223,5684117.1807
5,Méfait,10/11/2022 4:00:00 AM,2022,6634,2022-10-11,-8015358.6264,5678478.5153
8,Vol,8/22/2024 4:00:00 AM,2024,6635,2024-08-22,-8009756.6223,5682475.618
5,Méfait,3/23/2023 4:00:00 AM,2023,6636,2023-03-23,-8014362.6695,5680257.5323
8,Vol,5/31/2024 4:00:00 AM,2024,6637,2024-05-31,-8002668.0022,5685004.4808
8,Vol,12/12/2022 5:00:00 AM,2022,6638,2022-12-12,-8009524.9601,5685674.7512
7,Voie de fait,1/12/2024 5:00:00 AM,2024,6639,2024-01-12,-8004024.1516,5682269.5761
7,Voie de fait,6/8/2023 4:00:00 AM,2023,6640,2023-06-08,-7999614.2779,5689250.8164
8,Vol,5/27/2022 4:00:00 AM,2022,6641,2022-05-27,-8008908.1752,5696195.4205
8,Vol,5/21/2023 4:00:00 AM,2023,6642,2023-05-21,-8001394.7771,5685296.4811
6,Menace ou acte de violence,4/28/2022 4:00:00 AM,2022,6643,2022-04-28,-8003439.0223,5684117.1807
8,Vol,2/14/2024 5:00:00 AM,2024,6644,2024-02-14,-8009164.9903,5697684.828
8,Vol,9/17/2024 4:00:00 AM,2024,6645,2024-09-17,-7998125.7394,5686248.5762
4,Introduction par effraction,12/9/2024 5:00:00 AM,2024,6646,2024-12-09,-8008569.2425,5685889.21
8,Vol,5/3/2022 4:00:00 AM,2022,6647,2022-05-03,-8011546.7295,5679924.4035
8,Vol,1/12/2024 5:00:00 AM,2024,6648,2024-01-12,-8002463.4512,5680864.2529
5,Méfait,3/16/2023 4:00:00 AM,2023,6649,2023-03-16,-8015213.7986,5684448.4529
4,Introduction par effraction,3/14/2023 4:00:00 AM,2023,6650,2023-03-14,-8003038.3243,5683811.7704
8,Vol,7/4/2023 4:00:00 AM,2023,6651,2023-07-04,-8001394.7771,5685296.4811
4,Introduction par effraction,7/20/2022 4:00:00 AM,2022,6652,2022-07-20,-8004071.3262,5684335.9347
4,Introduction par effraction,7/24/2022 4:00:00 AM,2022,6653,2022-07-24,-8004025.1516,5682328.0012
7,Voie de fait,12/2/2024 5:00:00 AM,2024,6654,2024-12-02,-8015014.667,5683033.1357
8,Vol,3/20/2023 4:00:00 AM,2023,6655,2023-03-20,-8000603.1038,5685989.2019
8,Vol,10/15/2024 4:00:00 AM,2024,6656,2024-10-15,-8009523.1933,5684753.6388
4,Introduction par effraction,10/25/2024 4:00:00 AM,2024,6657,2024-10-25,-8014842.2547,5677226.1829
6,Menace ou acte de violence,6/6/2023 4:00:00 AM,2023,6658,2023-06-06,-8013532.9899,5680269.1417
8,Vol,6/16/2023 4:00:00 AM,2023,6659,2023-06-16,-8001471.7309,5687970.6835
8,Vol,5/5/2023 4:00:00 AM,2023,6660,2023-05-05,-8015789.6803,5684908.585
8,Vol,4/25/2024 4:00:00 AM,2024,6661,2024-04-25,-7999534.3878,5679791.342
6,Menace ou acte de violence,6/28/2023 4:00:00 AM,2023,6662,2023-06-28,-8000608.3685,5686382.9299
4,Introduction par effraction,3/1/2022 5:00:00 AM,2022,6663,2022-03-01,-8003686.5165,5679580.316
5,Méfait,7/26/2022 4:00:00 AM,2022,6664,2022-07-26,-8010144.3519,5686002.2397
7,Voie de fait,12/9/2022 5:00:00 AM,2022,6665,2022-12-09,-8001525.2217,5685773.6345
8,Vol,6/5/2024 4:00:00 AM,2024,6666,2024-06-05,-8009523.1933,5684753.6388
8,Vol,6/6/2024 4:00:00 AM,2024,6667,2024-06-06,-8009523.1933,5684753.6388
8,Vol,1/16/2022 5:00:00 AM,2022,6668,2022-01-16,-7998624.771,5681228.4307
8,Vol,6/11/2024 4:00:00 AM,2024,6669,2024-06-11,-8001985.4469,5685825.6337
8,Vol,6/19/2024 4:00:00 AM,2024,6670,2024-06-19,-8010316.3654,5685201.4886
8,Vol,6/13/2024 4:00:00 AM,2024,6671,2024-06-13,-8009523.1933,5684753.6388
8,Vol,6/3/2024 4:00:00 AM,2024,6672,2024-06-03,-8000797.8975,5687659.7133
8,Vol,7/2/2023 4:00:00 AM,2023,6673,2023-07-02,-8008366.4458,5696586.3423
8,Vol,6/20/2024 4:00:00 AM,2024,6674,2024-06-20,-8009127.6392,5685294.3702
8,Vol,6/11/2024 4:00:00 AM,2024,6675,2024-06-11,-8003230.7595,5682587.1673
8,Vol,9/16/2022 4:00:00 AM,2022,6676,2022-09-16,-8000346.4144,5688128.3997
7,Voie de fait,4/29/2022 4:00:00 AM,2022,6677,2022-04-29,-8014101.3085,5680265.2485
3,Conduite avec capacités affaiblies,1/4/2024 5:00:00 AM,2024,6678,2024-01-04,-8005363.9057,5684501.2234
8,Vol,4/22/2024 4:00:00 AM,2024,6679,2024-04-22,-8009524.9601,5685674.7512
8,Vol,8/22/2024 4:00:00 AM,2024,6680,2024-08-22,-8002934.2194,5684107.1847
7,Voie de fait,11/26/2023 5:00:00 AM,2023,6681,2023-11-26,-8002883.61,5684553.1568
8,Vol,6/19/2024 4:00:00 AM,2024,6682,2024-06-19,-8002551.12,5679853.7252
8,Vol,2/28/2024 5:00:00 AM,2024,6683,2024-02-28,-8003439.0223,5684117.1807
8,Vol,6/14/2024 4:00:00 AM,2024,6684,2024-06-14,-8011291.2004,5688009.9931
6,Menace ou acte de violence,9/21/2023 4:00:00 AM,2023,6685,2023-09-21,-8000069.7632,5686574.768
3,Conduite avec capacités affaiblies,1/1/2024 5:00:00 AM,2024,6686,2024-01-01,-8014585.0051,5678220.2244
8,Vol,8/21/2024 4:00:00 AM,2024,6687,2024-08-21,-8002887.1442,5682613.1023
8,Vol,7/10/2024 4:00:00 AM,2024,6688,2024-07-10,-8007997.2124,5682662.7833
8,Vol,4/3/2024 4:00:00 AM,2024,6689,2024-04-03,-8009511.9889,5683813.7275
8,Vol,8/22/2024 4:00:00 AM,2024,6690,2024-08-22,-8003066.6234,5684364.5215
8,Vol,5/20/2023 4:00:00 AM,2023,6691,2023-05-20,-8014249.0641,5680262.4995
7,Voie de fait,5/19/2022 4:00:00 AM,2022,6692,2022-05-19,-8002463.4512,5680864.2529
4,Introduction par effraction,10/4/2024 4:00:00 AM,2024,6693,2024-10-04,-8006067.4859,5693403.6267
8,Vol,11/2/2022 4:00:00 AM,2022,6694,2022-11-02,-8003545.6992,5679550.6262
6,Menace ou acte de violence,8/14/2022 4:00:00 AM,2022,6695,2022-08-14,-8004754.1784,5684516.2298
8,Vol,1/21/2022 5:00:00 AM,2022,6696,2022-01-21,-8009780.7616,5685253.8324
6,Menace ou acte de violence,4/29/2022 4:00:00 AM,2022,6697,2022-04-29,-8002388.6146,5682142.5069
8,Vol,12/13/2024 5:00:00 AM,2024,6698,2024-12-13,-8002937.0022,5680931.012
6,Menace ou acte de violence,3/9/2022 5:00:00 AM,2022,6699,2022-03-09,-8003944.1103,5683578.287
7,Voie de fait,6/6/2023 4:00:00 AM,2023,6700,2023-06-06,-8006165.2782,5685599.8853
8,Vol,6/11/2023 4:00:00 AM,2023,6701,2023-06-11,-8023943.2201,5683831.9353
8,Vol,8/4/2024 4:00:00 AM,2024,6702,2024-08-04,-8009524.9601,5685674.7512
8,Vol,8/4/2024 4:00:00 AM,2024,6703,2024-08-04,-8005963.5359,5683992.7612
5,Méfait,5/27/2024 4:00:00 AM,2024,6704,2024-05-27,-7998436.1001,5685667.8523
8,Vol,2/4/2022 5:00:00 AM,2022,6705,2022-02-04,-7999508.7911,5684682.3979
8,Vol,4/8/2022 4:00:00 AM,2022,6706,2022-04-08,-8008119.8418,5683002.9084
8,Vol,1/10/2024 5:00:00 AM,2024,6707,2024-01-10,-8011671.6064,5681780.3771
5,Méfait,10/3/2024 4:00:00 AM,2024,6708,2024-10-03,-8011536.0582,5685815.5767
8,Vol,12/24/2023 5:00:00 AM,2023,6709,2023-12-24,-8009523.1933,5684753.6388
6,Menace ou acte de violence,9/29/2022 4:00:00 AM,2022,6710,2022-09-29,-8002852.8438,5682107.3703
5,Méfait,8/3/2024 4:00:00 AM,2024,6711,2024-08-03,-8000132.5352,5687090.2644
6,Menace ou acte de violence,2/24/2023 5:00:00 AM,2023,6712,2023-02-24,-8002675.9299,5686365.8914
8,Vol,12/14/2024 5:00:00 AM,2024,6713,2024-12-14,-8001177.2413,5685882.3435
8,Vol,3/23/2022 4:00:00 AM,2022,6714,2022-03-23,-8002476.0191,5684705.2357
5,Méfait,6/28/2024 4:00:00 AM,2024,6715,2024-06-28,-8008737.3886,5696657.6145
6,Menace ou acte de violence,10/18/2023 4:00:00 AM,2023,6716,2023-10-18,-8000567.6448,5691780.1594
5,Méfait,4/15/2022 4:00:00 AM,2022,6717,2022-04-15,-8000473.4846,5685306.5571
4,Introduction par effraction,12/13/2024 5:00:00 AM,2024,6718,2024-12-13,-8011300.9168,5687995.9487
5,Méfait,8/14/2022 4:00:00 AM,2022,6719,2022-08-14,-8001016.8954,5683460.4202
8,Vol,3/24/2023 4:00:00 AM,2023,6720,2023-03-24,-8009523.1933,5684753.6388
8,Vol,8/31/2022 4:00:00 AM,2022,6721,2022-08-31,-8001532.5592,5686110.045
8,Vol,10/11/2024 4:00:00 AM,2024,6722,2024-10-11,-8015505.5527,5684433.9265
8,Vol,2/2/2023 5:00:00 AM,2023,6723,2023-02-02,-8009523.1933,5684753.6388
8,Vol,1/2/2024 5:00:00 AM,2024,6724,2024-01-02,-7997146.2759,5686438.5949
